_id,store_id,store_name,address,mailing_city,state,zip,municipality,corp_id,neighborhood,longitude,latitude,business_phone,alternate_phone,price_verification,fuel_dispenser,scale,timing,misc_inspection,oob,unit,shopping_center,new_municipality
1016183,30017,LOWES,2100 WASHINGTON PIKE,CARNEGIE,PA,15106,CARNEGIE,,,-80.0958279875544,40.3855865814041,(412) 200-3101,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,RACEWAY PLAZA,Scott
1016184,30018,BIG LOTS,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1068553343925,40.3695047584533,(412) 257-1549,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GREAT SOUTHERN SHOPPING CENTER,Bridgeville
1016185,30019,SALLY BEAUTY SUPPLY,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1068553343925,40.3695047584533,(412) 221-3110,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GREAT SOUTHERN SHOPPING CENTER,Bridgeville
1016186,30020,GNC,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1068553343925,40.3695047584533,412-220-9248,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GREAT SOUTHERN SHOPPING CENTER,Bridgeville
1016187,30021,OFFICE MAX,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1068553343925,40.3695047584533,(412) 221-2260,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GREAT SOUTHERN SHOPPING CENTER,Bridgeville
1016188,30022,JOANN FABRIC,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1068553343925,40.3695047584533,(412) 221-5037,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,GREAT SOUTHERN SHOPPING CENTER,Bridgeville
1016189,30023,SUNGLASS HUT,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 373-1488,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL ,Monroeville
1016190,30024,BATH & BODY WORKS,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 856-8428,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016191,30025,RITE AID,5100 LIBRARY RD,BETHEL PARK,PA,15102,BETHEL PARK,,,-80.0266761896451,40.3380117736824,(412) 854-1207,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Bethel Park      
1016192,30026,ADVANCE AUTO PARTS,5120 LIBRARY RD,BETHEL PARK,PA,15102,BETHEL PARK,,,-80.0256856498435,40.3368997023687,(412) 854-9470,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Bethel Park      
1016193,30027,RITE AID,6375 LIBRARY RD,SOUTH PARK,PA,15129,LIBRARY,,,-80.0272460461344,40.2898050400481,(412) 831-8350,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
1016194,30028,FYE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-372-2300,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1016195,30031,SPENCER GIFTS,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 372-8470,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016196,30032,GAME STOP,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 372-8822,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016197,30033,HALLMARK,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 856-8245,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016198,30034,THINGS REMEMBERED,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-374-8018,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016199,30035,PRO IMAGE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-856-7610,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL ,MONROEVILLE
1016200,30036,AEROPOSTALE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-856-6456,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016201,30037,WILLIS,3738 LIBRARY RD,PITTSBURGH,PA,15234,CASTLE SHANNON,,,-80.0208508041041,40.3649396070884,(412) 881-5660,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Castle Shannon
1016202,30038,BATTERIES + BULBS,3912 LIBRARY RD,PITTSBURGH,PA,15234,CASTLE SHANNON,,,-80.0268188641364,40.3637126793752,(412) 531-1690,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Castle Shannon
1016203,30039,CHAMPS SPORTS,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 373-2593,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016204,30040,STEELERS SIDELINE STORE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-372-8326,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1016205,30041,FOOT ACTION,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 856-1395,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016206,30042,PIERCING PAGODA,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 372-6346,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016207,30043,LIDS,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 373-3888,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016208,30044,PCX,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-373-3670,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1016209,30045,VITAMIN WORLD,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-380-2510,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016210,30046,SILVER GOLD COLLECTION,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 856-3055,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016211,30048,KIDS FOOT LOCKER,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 666-0618,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016212,30049,BUCKLE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-856-7477,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016213,30051,CHARLOTTE RUSSE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-373-8330,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016214,30053,THE BODY SHOP,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-373-5040,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1016215,30054,YANKEE CANDLE CO,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 374-0773,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016216,30055,CLAIRES,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 373-6693,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016217,30056,ABERCROMBIE & FITCH,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-858-4686,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1016218,30057,THE CHILDRENS PLACE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 380-8009,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016219,30061,RADIO SHACK,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-373-3800,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1016220,30062,FINISH LINE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 858-4686,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016221,30063,HOT TOPIC,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 372-5140,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016222,30064,PAYLESS SHOE SOURCE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-373-5413,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016223,30066,VICTORIAS SECRET/PINK,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 380-9348,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016224,30068,JOURNEYS KIDZ,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 380-9325,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016225,30070,DAKOTA WATCH CO,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 373-4222,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016226,30072,PHILLIP PELUSI,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 373-7520,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016227,30073,CHICOS,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 372-4818,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016228,30074,SHOE DEPARTMENT,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 373-5066,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016229,30075,GYMBOREE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-373-8890,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1016230,30076,HOLLISTER,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 373-4722,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016231,30078,WHITE HOUSE/BLACK MARKET,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-856-1896,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,Monroeville
1016232,30079,CACHE,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-374-7090,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1016233,30080,BURTONS TOTAL PET,1025 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1120800968746,40.3657935036998,412-257-0756,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Bridgeville
1016234,30081,T J MAXX,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1068553343925,40.3695047584533,(412) 247-1670,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GREAT SOUTHERN SHOPPING CENTER,Bridgeville
1016235,30083,ALTMEYERS,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1068553343925,40.3695047584533,412-221-3740,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GREAT SOUTHERN SHOPPING CENTER,COLLIER
1016236,30086,ULTA,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 374-1315,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016237,30088,COLDWATER CREEK,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,412-373-1812,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MONROEVILLE MALL,MONROEVILLE
1016238,30089,BARNES & NOBLE,700 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7953104673494,40.4303558451283,(412) 856-0369,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL,Monroeville
1016239,30090,BEST BUY,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 856-7344,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL ANNEX,Monroeville
1016240,30091,JOANN FABRIC,3700 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7894152449603,40.4346460663818,(412) 323-9540,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1016241,30092,BABIES R US,3700 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7894152449603,40.4346460663818,412-856-9891,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Monroeville
1016242,30094,GIANT EAGLE,1705 S BRADDOCK AVE,PITTSBURGH,PA,15218,EDGEWOOD,,,-79.886852481967,40.4256439660065,(412) 371-4618,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,EDGEWOOD TOWNE CENTRE,Swissvale
1016243,30095,HIBBETT SPORTS,1727 S BRADDOCK AVE,PITTSBURGH,PA,15218,EDGEWOOD,,,-79.8886597323036,40.4253545415988,(412) 526-3111,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,EDGEWOOD TOWNE CENTRE,Edgewood
1016244,30096,SALLY BEAUTY SUPPLY,1731 S BRADDOCK AVE,PITTSBURGH,PA,15218,EDGEWOOD,,,-79.8865089807798,40.426568122832,412-371-7755,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,EDGEWOOD TOWNE CENTRE,Edgewood
1016245,30098,K MART,1775 S BRADDOCK AVE ,PITTSBURGH,PA,15218,EDGEWOOD,,,-79.8861414330756,40.4280273212537,412-371-8771,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,EDGEWOOD TOWNE CENTRE,Edgewood
1016246,30099,GUITAR CENTER,384 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7947377487383,40.4265182730141,(412) 372-8800,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL ANNEX,Monroeville
1016247,30101,DOTS FASHIONS,4126 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7653914929985,40.4374262878666,412-380-0630,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MIRACLE MILE SHOPPING CENTER,MONROEVILLE
1016248,30102,HARBOR FREIGHT TOOLS,145 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.799831402847,40.4309423307118,(412) 373-3061,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL ANNEX,Monroeville
1016249,30103,DICKS SPORTING GOODS,200 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7960330784525,40.4292719576588,(412) 858-1200,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL ANNEX,Monroeville
1016250,30104,BURLINGTON COAT FACTORY,330 MALL CIRCLE DR,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7966600061694,40.4269234798755,(412) 373-2110,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MONROEVILLE MALL ANNEX,Monroeville
1016251,30105,RITE AID,3939 BUTLER ST,PITTSBURGH,PA,15201,ARSENAL,,Lower Lawrenceville,-79.9633172368875,40.4689749769803,(412) 682-6970,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Pittsburgh
1016252,30106,HANDMADE IN AMERICA,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,BRIDGEVILLE,,,-80.1068553343925,40.3695047584533,412-221-6840,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,GREAT SOUTHERN SHOPPING CENTER,COLLIER
1016253,30107,CATHERINES PLUS SIZES,4100 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7688114553198,40.4372722796877,412-374-8809,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,UNIT 44B,MIRACLE MILE SHOPPING CENTER,Monroeville
1016254,30110,DSW SHOE WAREHOUSE,4100 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7688114553198,40.4372722796877,(412) 374-1329,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MIRACLE MILE SHOPPING CENTER,Monroeville
1016255,30111,OLD NAVY,4120 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7658128452882,40.437397318871,(412) 373-7427,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MIRACLE MILE SHOPPING CENTER,Monroeville
1016256,30113,SCRUBS & BEYOND,4060 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7683337468796,40.4373017884383,(412) 856-8772,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,MIRACLE MILE SHOPPING CENTER,Monroeville
1016257,30114,MARSHALLS,4100 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7688114553198,40.4372722796877,(412) 372-7410,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Unit 12,MIRACLE MILE SHOPPING CENTER,Monroeville
1016258,30116,DRESS BARN WOMAN,4100 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7688114553198,40.4372722796877,412-856-1418,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,UNIT 53,MIRACLE MILE SHOPPING CENTER,Monroeville
1016259,30118,ONCE UPON A CHILD,3747 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7871341339974,40.4371012080671,(412) 374-9934,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1016260,30119,CD WAREHOUSE,3747 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7871341339974,40.4371012080671,412-380-7544,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,MONROEVILLE
1016261,30120,BATTERIES + BULBS,3841 WILLIAM PENN HWY,MONROEVILLE,PA,15146,WILKINS TWP,,,-79.7825316324478,40.4372407030777,(412) 380-1388,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,Monroeville
1016262,30121,HOME DEPOT,3550 WILLIAM PENN HWY,PITTSBURGH,PA,15235,MONROEVILLE,,,-79.8053361319213,40.4290979102776,(412) 864-9406,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Wilkins
1016263,30122,OFFICE DEPOT,3619 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7999350648848,40.4334148868401,412-374-3134,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,MONROEVILLE
1016264,30123,GAME STOP,4100 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7688114553198,40.4372722796877,(412) 380-6051,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UNIT 5 ,MIRACLE MILE SHOPPING CENTER,Monroeville
1016265,30124,HALLMARK,4106 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7661961830198,40.4373858669132,412-373-5076,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,UNIT 40,MIRACLE MILE SHOPPING CENTER,Monroeville
1016266,30125,JUSTICE JUST 4 GIRLS,4066 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7663772243351,40.437389857629,412-373-4672,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,MIRACLE MILE SHOPPING CENTER,Monroeville
1016267,30126,MICHAELS,3747 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7871341339974,40.4371012080671,(412) 856-6040,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1016268,30127,BIG LOTS,4049 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7706314565928,40.4405960968931,(412) 373-8039,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1016269,30128,DXL DESTINATION,3832 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7821718318476,40.4363697665323,412-372-8442,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Monroeville
1016270,30129,HALF PRICE BOOKS,3747 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7871341339974,40.4371012080671,(412) 856-1949,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Monroeville
1016271,30131,FAMILY CHRISTIAN STORE,3747 WILLIAM PENN HWY,MONROEVILLE,PA,15146,MONROEVILLE,,,-79.7871341339974,40.4371012080671,412-372-1610,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,Monroeville
